client_id,district_id,age,gender,district_of_residence,district_inhabitant_count,district_cities_count,district_urban_inhabitant_ratio,district_average_salary,district_mun_inhabitant_count_499,district_mun_inhabitant_count_1999,district_mun_inhabitant_count_9999,district_mun_inhabitant_count_infinite,district_enterprenuer_per_1000,district_crimes_count,district_unemployment_rate,owns_account,account_id,tenure,f_statement_issuance,branch_location_id,branch_location,orders_count,insurance_payment,household_payment,lease_payment,loan_payment,disp_id,has_credit_card,transaction_count,withdraw_transactions,credit_transactions,credit_card_withdrawals,credit_in_cash,collections_from_other_banks,cash_withdrawals,remittance_to_other_banks,has_had_loan,max_loan_amount,max_loan_duration,loan_pay_success,loan_pay_failure,in_loan_debt,year_of_last_transaction,year_of_last_credit
1815,16,22,F,Jindrichuv Hradec,93931,8,56.9,8427,74,21,10,1,107,3787,1.33,True,1497,6,monthly,1,Hl.m. Praha,2,False,True,False,False,1815,False,380,244,136,0,71,0,124,120,False,0,0,False,False,False,98,98
1816,62,48,M,Uherske Hradiste,145688,5,40.7,8544,22,41,13,2,109,5625,1.5750000000000002,True,1498,2,weekly,62,Uherske Hradiste,1,False,False,False,True,1816,False,132,63,69,0,27,0,61,2,True,165780,60,False,False,False,98,98
1817,47,46,F,Pardubice,162580,6,72.8,9538,83,26,5,1,111,11489,1.6600000000000001,True,1499,6,monthly,47,Pardubice,1,False,True,False,False,1817,False,357,193,164,0,103,0,136,57,False,0,0,False,False,False,98,98
1818,47,43,M,Pardubice,162580,6,72.8,9538,83,26,5,1,111,11489,1.6600000000000001,False,1499,6,monthly,47,Pardubice,1,False,True,False,False,1818,False,357,193,164,0,103,0,136,57,False,0,0,False,False,False,98,98
1819,43,20,F,Hradec Kralove,161854,6,76.3,9425,73,21,6,1,125,7976,2.11,True,1500,3,monthly,43,Hradec Kralove,1,False,True,False,False,1819,True,148,92,56,16,29,0,53,23,False,0,0,False,False,False,98,98
1820,50,71,F,Svitavy,102609,6,52.0,8187,75,33,2,3,94,4257,5.140000000000001,True,1501,3,monthly,50,Svitavy,1,False,True,False,False,1820,False,131,76,55,0,1,28,52,24,False,0,0,False,False,False,98,98
1821,1,58,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,1502,3,monthly,1,Hl.m. Praha,1,False,True,False,False,1821,False,101,54,47,0,22,0,44,10,False,0,0,False,False,False,98,98
1822,71,77,F,Novy Jicin,161227,10,69.7,8678,5,35,11,4,102,9575,5.75,True,1503,3,monthly,71,Novy Jicin,1,False,True,False,False,1822,False,141,80,61,0,1,32,52,28,False,0,0,False,False,False,98,98
1823,1,21,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,1504,3,monthly,1,Hl.m. Praha,2,False,True,False,False,1823,False,173,116,57,0,29,0,68,48,False,0,0,False,False,False,98,98
1824,69,39,M,Jesenik,42821,3,48.4,8173,4,13,5,1,124,1358,3.505,True,1505,6,monthly,69,Jesenik,0,False,False,False,False,1824,False,288,158,130,0,73,0,158,0,False,0,0,False,False,False,98,98
1825,51,25,F,Trutnov,121947,11,70.5,8541,37,28,7,3,131,7335,2.74,True,1506,2,monthly,51,Trutnov,1,False,False,False,True,1825,False,56,22,34,0,21,0,22,0,False,0,0,False,False,False,98,98
1826,13,62,M,Rakovnik,53921,2,41.3,8598,61,22,1,1,123,3472,3.0149999999999997,True,1507,6,monthly,35,Jablonec n. Nisou,1,False,True,False,False,1826,True,379,244,135,2,70,0,181,61,False,0,0,False,False,False,98,98
1827,13,58,F,Rakovnik,53921,2,41.3,8598,61,22,1,1,123,3472,3.0149999999999997,False,1507,6,monthly,35,Jablonec n. Nisou,1,False,True,False,False,1827,False,379,244,135,2,70,0,181,61,False,0,0,False,False,False,98,98
1828,69,37,M,Jesenik,42821,3,48.4,8173,4,13,5,1,124,1358,3.505,True,1508,3,monthly,69,Jesenik,2,False,True,True,False,1828,False,157,86,71,0,43,0,66,20,False,0,0,False,False,False,98,98
1829,51,57,F,Trutnov,121947,11,70.5,8541,37,28,7,3,131,7335,2.74,True,1509,5,monthly,51,Trutnov,2,False,True,False,False,1829,False,349,237,112,0,57,0,135,102,False,0,0,False,False,False,98,98
1830,33,47,M,Decin,133777,11,84.7,8705,24,17,7,3,116,9509,6.68,True,1510,3,monthly,33,Decin,1,False,True,False,False,1830,False,176,105,71,0,37,0,76,29,False,0,0,False,False,False,98,98
1831,51,23,M,Trutnov,121947,11,70.5,8541,37,28,7,3,131,7335,2.74,True,1511,5,after transaction,51,Trutnov,1,False,False,True,False,1831,True,335,184,151,7,99,0,177,0,False,0,0,False,False,False,98,98
1832,1,33,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,1512,5,monthly,1,Hl.m. Praha,1,False,True,False,False,1832,False,337,206,131,0,72,0,151,55,False,0,0,False,False,False,98,98
1833,30,33,M,Sokolov,94812,10,81.8,9650,15,13,8,2,100,5789,3.525,True,1513,6,monthly,30,Sokolov,4,True,True,False,False,1833,True,553,421,132,7,68,0,175,239,False,0,0,False,False,False,98,98
1834,7,72,M,Melnik,94725,6,63.4,9920,38,28,1,3,130,9135,2.565,True,1514,2,monthly,7,Melnik,2,False,True,False,False,1834,False,93,56,37,0,1,18,30,26,False,0,0,False,False,False,98,98
1835,7,71,F,Melnik,94725,6,63.4,9920,38,28,1,3,130,9135,2.565,False,1514,2,monthly,7,Melnik,2,False,True,False,False,1835,False,93,56,37,0,1,18,30,26,False,0,0,False,False,False,98,98
1836,36,55,F,Liberec,159617,9,85.2,9198,29,19,8,1,131,11928,3.805,True,1515,6,monthly,11,Praha - zapad,3,True,True,False,False,1836,True,540,402,138,1,6,66,216,185,False,0,0,False,False,False,98,98
1837,67,42,M,Bruntal,106054,6,63.1,8110,38,25,6,2,109,6323,6.16,True,1516,6,monthly,67,Bruntal,1,False,True,False,False,1837,False,274,153,121,0,1,62,95,58,False,0,0,False,False,False,98,98
1838,67,40,F,Bruntal,106054,6,63.1,8110,38,25,6,2,109,6323,6.16,False,1516,6,monthly,67,Bruntal,1,False,True,False,False,1838,False,274,153,121,0,1,62,95,58,False,0,0,False,False,False,98,98
1839,5,63,F,Kolin,95616,6,51.4,9307,65,30,4,1,118,5656,4.14,True,1517,3,monthly,5,Kolin,1,False,True,False,False,1839,False,127,74,53,0,1,28,51,23,False,0,0,False,False,False,98,98
1840,5,64,M,Kolin,95616,6,51.4,9307,65,30,4,1,118,5656,4.14,False,1517,3,monthly,5,Kolin,1,False,True,False,False,1840,False,127,74,53,0,1,28,51,23,False,0,0,False,False,False,98,98
1841,67,46,F,Bruntal,106054,6,63.1,8110,38,25,6,2,109,6323,6.16,True,1518,6,monthly,67,Bruntal,0,False,False,False,False,1841,False,342,204,138,0,70,0,204,0,False,0,0,False,False,False,98,98
1842,9,56,M,Nymburk,81344,6,55.3,8899,61,23,4,2,149,5474,3.68,True,1519,4,monthly,9,Nymburk,1,False,True,False,False,1842,True,245,158,87,24,45,0,97,37,False,0,0,False,False,False,98,98
1843,48,60,F,Rychnov nad Kneznou,78955,9,59.0,9060,50,24,8,1,124,3372,2.11,True,1520,4,monthly,48,Rychnov nad Kneznou,1,False,True,False,False,1843,False,208,130,78,0,1,40,94,36,False,0,0,False,False,False,98,98
1844,74,77,F,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,True,1521,3,monthly,74,Ostrava - mesto,1,False,True,False,False,1844,False,149,82,67,0,1,33,53,29,False,0,0,False,False,False,98,98
1845,74,81,M,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,False,1521,3,monthly,74,Ostrava - mesto,1,False,True,False,False,1845,False,149,82,67,0,1,33,53,29,False,0,0,False,False,False,98,98
1846,48,19,M,Rychnov nad Kneznou,78955,9,59.0,9060,50,24,8,1,124,3372,2.11,True,1522,2,monthly,48,Rychnov nad Kneznou,0,False,False,False,False,1846,False,79,31,48,0,31,0,31,0,False,0,0,False,False,False,98,98
1847,52,20,F,Usti nad Orlici,139012,10,61.9,8363,59,41,8,3,108,5363,3.005,True,1523,2,after transaction,52,Usti nad Orlici,2,False,True,False,False,1847,False,75,39,36,0,24,0,23,16,False,0,0,False,False,False,98,98
1848,6,75,F,Kutna Hora,77963,4,51.5,8546,60,23,4,2,126,5760,3.485,True,1524,2,monthly,6,Kutna Hora,1,False,True,False,False,1848,False,96,54,42,0,1,22,37,17,False,0,0,False,False,False,98,98
1849,57,77,F,Hodonin,161954,8,48.0,8720,21,37,20,3,116,7380,4.115,True,1525,3,monthly,57,Hodonin,1,False,True,False,False,1849,False,139,82,57,0,1,28,58,24,False,0,0,False,False,False,98,98
1850,52,57,F,Usti nad Orlici,139012,10,61.9,8363,59,41,8,3,108,5363,3.005,True,1526,4,monthly,52,Usti nad Orlici,1,False,True,False,False,1850,True,248,133,115,15,68,0,76,42,False,0,0,False,False,False,98,98
1851,31,24,F,Tachov,51313,4,59.2,8930,34,12,3,1,108,2780,3.8600000000000003,True,1527,6,after transaction,31,Tachov,1,False,False,False,True,1851,False,389,239,150,0,88,0,207,32,True,164052,36,False,True,False,98,98
1852,50,37,M,Svitavy,102609,6,52.0,8187,75,33,2,3,94,4257,5.140000000000001,True,1528,3,monthly,50,Svitavy,1,False,False,False,True,1852,False,193,125,68,0,37,0,108,17,True,191088,48,False,False,False,98,98
1853,1,34,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,1529,3,monthly,1,Hl.m. Praha,3,True,True,False,False,1853,False,226,150,76,0,12,32,66,84,False,0,0,False,False,False,98,98
1854,70,67,F,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,True,1530,4,monthly,70,Karvina,1,False,True,False,False,1854,False,193,110,83,0,1,43,71,39,False,0,0,False,False,False,98,98
1856,54,31,F,Brno - mesto,387570,1,100.0,9897,0,0,0,1,140,37417,1.78,True,1532,3,monthly,54,Brno - mesto,1,False,True,False,False,1856,False,148,75,73,0,46,0,53,22,False,0,0,False,False,False,98,98
1857,54,35,M,Brno - mesto,387570,1,100.0,9897,0,0,0,1,140,37417,1.78,False,1532,3,monthly,54,Brno - mesto,1,False,True,False,False,1857,False,148,75,73,0,46,0,53,22,False,0,0,False,False,False,98,98
1860,1,35,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,1534,6,monthly,1,Hl.m. Praha,2,False,True,False,False,1860,False,450,301,149,0,82,0,177,124,False,0,0,False,False,False,98,98
1861,29,42,M,Rokycany,45714,6,55.6,8843,52,10,5,1,113,1706,3.21,True,1535,6,monthly,46,Nachod,1,False,True,False,False,1861,True,403,213,190,23,121,0,126,64,False,0,0,False,False,False,98,98
1862,50,22,F,Svitavy,102609,6,52.0,8187,75,33,2,3,94,4257,5.140000000000001,True,1536,6,weekly,41,Usti nad Labem,1,False,True,False,False,1862,False,427,255,172,0,30,71,189,66,False,0,0,False,False,False,98,98
1863,54,47,M,Brno - mesto,387570,1,100.0,9897,0,0,0,1,140,37417,1.78,True,1537,2,monthly,54,Brno - mesto,0,False,False,False,False,1863,False,76,36,40,0,22,0,36,0,False,0,0,False,False,False,98,98
1864,22,51,M,Domazlice,58400,6,52.4,8620,65,16,4,1,100,2206,1.175,True,1538,3,monthly,22,Domazlice,1,False,True,False,False,1864,True,199,108,91,0,63,0,82,26,False,0,0,False,False,False,98,98
1865,22,50,F,Domazlice,58400,6,52.4,8620,65,16,4,1,100,2206,1.175,False,1538,3,monthly,22,Domazlice,1,False,True,False,False,1865,False,199,108,91,0,63,0,82,26,False,0,0,False,False,False,98,98
1866,64,57,F,Zlin,197099,10,74.7,9624,29,41,10,2,145,8749,1.955,True,1539,6,after transaction,1,Hl.m. Praha,0,False,False,False,False,1866,False,452,293,159,0,91,0,293,0,False,0,0,False,False,False,98,98
1867,1,55,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,1540,4,monthly,1,Hl.m. Praha,3,False,True,True,False,1867,False,296,205,91,0,46,0,124,81,False,0,0,False,False,False,98,98
1868,60,19,M,Prostejov,110643,4,51.9,8441,49,41,4,1,115,4131,3.9650000000000003,True,1541,3,monthly,60,Prostejov,0,False,False,False,False,1868,False,142,56,86,0,60,0,56,0,False,0,0,False,False,False,98,98
1869,1,66,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,1542,3,monthly,1,Hl.m. Praha,1,False,True,False,False,1869,False,155,92,63,0,1,32,65,27,False,0,0,False,False,False,98,98
1870,1,64,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,False,1542,3,monthly,1,Hl.m. Praha,1,False,True,False,False,1870,False,155,92,63,0,1,32,65,27,False,0,0,False,False,False,98,98
1871,1,19,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,1543,3,monthly,1,Hl.m. Praha,0,False,False,False,False,1871,False,182,67,115,0,82,0,67,0,False,0,0,False,False,False,98,98
1872,52,36,F,Usti nad Orlici,139012,10,61.9,8363,59,41,8,3,108,5363,3.005,True,1544,6,monthly,69,Jesenik,2,False,True,False,False,1872,False,451,313,138,0,73,0,191,122,False,0,0,False,False,False,98,98
1873,52,31,M,Usti nad Orlici,139012,10,61.9,8363,59,41,8,3,108,5363,3.005,False,1544,6,monthly,69,Jesenik,2,False,True,False,False,1873,False,451,313,138,0,73,0,191,122,False,0,0,False,False,False,98,98
1874,1,53,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,1545,6,monthly,1,Hl.m. Praha,2,False,True,False,False,1874,False,429,287,142,0,74,0,161,126,False,0,0,False,False,False,98,98
1875,15,23,M,Cesky Krumlov,58796,5,51.9,9045,22,16,7,1,124,3724,3.365,True,1546,3,monthly,15,Cesky Krumlov,1,False,True,False,False,1875,False,123,70,53,0,28,0,49,21,False,0,0,False,False,False,98,98
1876,1,48,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,1547,6,monthly,72,Olomouc,0,False,False,False,False,1876,True,299,171,128,34,65,0,137,0,False,0,0,False,False,False,98,98
1877,47,42,F,Pardubice,162580,6,72.8,9538,83,26,5,1,111,11489,1.6600000000000001,True,1548,4,monthly,47,Pardubice,1,False,True,False,False,1877,False,206,115,91,0,1,47,72,43,False,0,0,False,False,False,98,98
1878,47,36,M,Pardubice,162580,6,72.8,9538,83,26,5,1,111,11489,1.6600000000000001,False,1548,4,monthly,47,Pardubice,1,False,True,False,False,1878,False,206,115,91,0,1,47,72,43,False,0,0,False,False,False,98,98
1879,21,55,F,Tabor,103347,7,67.0,9104,87,16,7,1,123,4653,1.79,True,1549,3,monthly,21,Tabor,1,False,True,False,False,1879,False,136,84,52,0,27,0,63,21,False,0,0,False,False,False,98,98
1880,1,25,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,1550,3,monthly,1,Hl.m. Praha,1,False,True,False,False,1880,False,176,101,75,0,43,0,73,28,False,0,0,False,False,False,98,98
1881,72,65,M,Olomouc,226122,4,62.6,8994,32,50,7,4,110,18880,4.295,True,1551,2,monthly,72,Olomouc,2,False,True,False,False,1881,False,98,65,33,0,1,18,37,28,False,0,0,False,False,False,98,98
1882,72,67,F,Olomouc,226122,4,62.6,8994,32,50,7,4,110,18880,4.295,False,1551,2,monthly,72,Olomouc,2,False,True,False,False,1882,False,98,65,33,0,1,18,37,28,False,0,0,False,False,False,98,98
1883,18,38,F,Pisek,70699,4,65.3,8968,60,13,2,1,131,3650,3.09,True,1552,5,monthly,18,Pisek,2,False,True,True,False,1883,True,337,216,121,9,61,0,152,55,False,0,0,False,False,False,98,98
1884,59,23,F,Kromeriz,108871,6,62.1,8444,41,29,7,2,106,4900,3.3550000000000004,True,1553,3,monthly,59,Kromeriz,0,False,False,False,False,1884,False,111,51,60,0,36,0,51,0,False,0,0,False,False,False,98,98
1885,47,29,F,Pardubice,162580,6,72.8,9538,83,26,5,1,111,11489,1.6600000000000001,True,1554,5,monthly,47,Pardubice,1,False,True,False,False,1885,True,286,184,102,21,53,0,119,44,False,0,0,False,False,False,98,98
1886,34,79,M,Chomutov,125236,5,87.7,9675,28,11,1,4,100,10513,7.055,True,1555,3,monthly,34,Chomutov,1,False,True,False,False,1886,True,109,62,47,3,1,25,39,20,False,0,0,False,False,False,98,98
1887,54,73,M,Brno - mesto,387570,1,100.0,9897,0,0,0,1,140,37417,1.78,True,1556,3,monthly,54,Brno - mesto,1,False,True,False,False,1887,False,123,72,51,0,1,27,49,23,False,0,0,False,False,False,98,98
1888,66,81,F,Zdar nad Sazavou,125832,5,48.3,8512,151,41,2,3,102,4350,3.815,True,1557,3,monthly,66,Zdar nad Sazavou,1,False,True,False,False,1888,False,108,62,46,0,1,24,42,20,False,0,0,False,False,False,98,98
1889,32,42,F,Ceska Lipa,105058,10,81.0,9272,32,19,7,2,118,8845,3.01,True,1558,3,monthly,32,Ceska Lipa,3,False,True,True,False,1889,False,161,98,63,0,37,0,54,44,False,0,0,False,False,False,98,98
1890,14,44,F,Ceske Budejovice,177686,9,74.8,10045,69,27,10,1,135,12899,1.565,True,1559,5,monthly,14,Ceske Budejovice,1,False,True,False,False,1890,True,293,188,105,22,54,0,119,47,False,0,0,False,False,False,98,98
1891,62,40,F,Uherske Hradiste,145688,5,40.7,8544,22,41,13,2,109,5625,1.5750000000000002,True,1560,2,monthly,62,Uherske Hradiste,4,True,True,True,False,1891,False,141,94,47,0,27,0,47,47,False,0,0,False,False,False,98,98
1892,66,71,M,Zdar nad Sazavou,125832,5,48.3,8512,151,41,2,3,102,4350,3.815,True,1561,4,monthly,66,Zdar nad Sazavou,2,False,True,False,False,1892,False,272,181,91,0,1,45,100,81,False,0,0,False,False,False,98,98
1893,66,65,F,Zdar nad Sazavou,125832,5,48.3,8512,151,41,2,3,102,4350,3.815,False,1561,4,monthly,66,Zdar nad Sazavou,2,False,True,False,False,1893,False,272,181,91,0,1,45,100,81,False,0,0,False,False,False,98,98
1894,1,52,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,1562,4,monthly,1,Hl.m. Praha,1,False,True,False,False,1894,False,178,101,77,0,1,40,65,36,False,0,0,False,False,False,98,98
1895,47,34,F,Pardubice,162580,6,72.8,9538,83,26,5,1,111,11489,1.6600000000000001,True,1563,3,monthly,47,Pardubice,0,False,False,False,False,1895,False,12,6,6,0,6,0,6,0,False,0,0,False,False,False,97,97
1896,48,17,M,Rychnov nad Kneznou,78955,9,59.0,9060,50,24,8,1,124,3372,2.11,True,1564,3,monthly,48,Rychnov nad Kneznou,0,False,False,False,False,1896,False,203,86,117,0,83,0,86,0,False,0,0,False,False,False,98,98
1897,36,30,F,Liberec,159617,9,85.2,9198,29,19,8,1,131,11928,3.805,True,1565,6,monthly,36,Liberec,3,True,True,False,False,1897,False,470,313,157,0,95,0,141,172,False,0,0,False,False,False,98,98
1898,73,38,M,Opava,182027,7,56.4,8746,17,49,12,2,90,8788,3.535,True,1566,6,monthly,73,Opava,4,True,True,False,False,1898,False,564,422,142,0,76,0,178,244,False,0,0,False,False,False,98,98
1899,10,58,M,Praha - vychod,92084,5,46.7,10124,55,29,4,3,141,8126,0.55,True,1567,2,monthly,10,Praha - vychod,3,True,True,False,False,1899,True,110,76,34,5,18,0,36,35,False,0,0,False,False,False,98,98
1900,23,34,M,Cheb,87419,9,85.5,8624,21,11,4,3,102,6077,2.225,True,1568,4,monthly,23,Cheb,4,True,True,True,False,1900,True,308,224,84,30,43,0,85,109,False,0,0,False,False,False,98,98
1901,23,37,F,Cheb,87419,9,85.5,8624,21,11,4,3,102,6077,2.225,False,1568,4,monthly,23,Cheb,4,True,True,True,False,1901,False,308,224,84,30,43,0,85,109,False,0,0,False,False,False,98,98
1903,1,60,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,1570,5,monthly,1,Hl.m. Praha,1,False,True,False,False,1903,False,263,152,111,0,1,57,99,53,False,0,0,False,False,False,98,98
1904,66,58,M,Zdar nad Sazavou,125832,5,48.3,8512,151,41,2,3,102,4350,3.815,True,1571,3,monthly,66,Zdar nad Sazavou,1,False,True,False,False,1904,False,144,84,60,0,31,0,59,25,False,0,0,False,False,False,98,98
1905,72,50,F,Olomouc,226122,4,62.6,8994,32,50,7,4,110,18880,4.295,True,1572,2,monthly,72,Olomouc,1,False,True,False,False,1905,False,65,35,30,0,16,0,26,9,False,0,0,False,False,False,98,98
1906,63,77,M,Vyskov,86513,5,50.5,8288,38,36,5,1,110,3022,4.154999999999999,True,1573,2,monthly,63,Vyskov,1,False,True,False,False,1906,False,48,25,23,0,1,12,17,8,False,0,0,False,False,False,98,98
1907,75,71,F,Prerov,138032,5,64.6,8819,67,30,4,2,99,8568,5.52,True,1574,2,monthly,75,Prerov,1,False,True,False,False,1907,False,74,39,35,0,1,19,25,14,False,0,0,False,False,False,98,98
1908,33,79,M,Decin,133777,11,84.7,8705,24,17,7,3,116,9509,6.68,True,1575,6,monthly,1,Hl.m. Praha,1,False,True,False,False,1908,False,349,212,137,0,1,70,146,66,False,0,0,False,False,False,98,98
1909,35,55,F,Jablonec n. Nisou,88768,7,80.5,8867,10,18,5,1,130,7004,1.115,True,1576,3,weekly,35,Jablonec n. Nisou,1,False,True,False,False,1909,False,149,82,67,0,39,0,55,27,False,0,0,False,False,False,98,98
1910,67,53,M,Bruntal,106054,6,63.1,8110,38,25,6,2,109,6323,6.16,True,1577,3,monthly,67,Bruntal,3,True,True,False,False,1910,False,189,121,68,0,16,26,55,66,False,0,0,False,False,False,98,98
1911,48,61,F,Rychnov nad Kneznou,78955,9,59.0,9060,50,24,8,1,124,3372,2.11,True,1578,5,monthly,48,Rychnov nad Kneznou,1,False,True,False,False,1911,False,231,132,99,0,1,49,88,44,False,0,0,False,False,False,98,98
1912,57,27,M,Hodonin,161954,8,48.0,8720,21,37,20,3,116,7380,4.115,True,1579,5,monthly,57,Hodonin,1,False,True,False,False,1912,True,310,196,114,29,61,0,119,48,False,0,0,False,False,False,98,98
1913,69,31,M,Jesenik,42821,3,48.4,8173,4,13,5,1,124,1358,3.505,True,1580,3,monthly,69,Jesenik,1,False,False,False,True,1913,True,208,123,85,3,50,0,107,13,True,194256,24,False,False,False,98,98
1914,39,57,F,Most,119895,4,89.9,10446,17,4,3,2,90,9690,8.370000000000001,True,1581,4,monthly,39,Most,1,False,True,False,False,1914,True,216,114,102,15,63,0,65,34,False,0,0,False,False,False,98,98
1915,39,60,M,Most,119895,4,89.9,10446,17,4,3,2,90,9690,8.370000000000001,False,1581,4,monthly,39,Most,1,False,True,False,False,1915,False,216,114,102,15,63,0,65,34,False,0,0,False,False,False,98,98
1916,28,73,M,Plzen - sever,72541,8,36.9,8594,66,26,10,0,112,3105,1.815,True,1582,3,monthly,28,Plzen - sever,1,False,True,False,False,1916,False,171,106,65,0,1,32,78,28,False,0,0,False,False,False,98,98
1917,69,30,F,Jesenik,42821,3,48.4,8173,4,13,5,1,124,1358,3.505,True,1583,5,after transaction,69,Jesenik,1,False,False,False,True,1917,False,339,198,141,0,91,0,174,24,True,388512,48,False,False,True,98,98
1919,30,50,M,Sokolov,94812,10,81.8,9650,15,13,8,2,100,5789,3.525,True,1584,6,monthly,30,Sokolov,1,False,True,False,False,1919,False,289,158,131,0,1,67,95,63,False,0,0,False,False,False,98,98
1920,42,24,M,Havlickuv Brod,95907,7,59.1,8388,87,25,5,2,87,3326,2.675,True,1585,3,monthly,42,Havlickuv Brod,0,False,False,False,False,1920,False,83,39,44,0,18,0,39,0,False,0,0,False,False,False,98,98
1921,1,53,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,1586,3,monthly,1,Hl.m. Praha,1,False,True,False,False,1921,False,143,85,58,0,31,0,63,22,False,0,0,False,False,False,98,98
1922,1,50,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,False,1586,3,monthly,1,Hl.m. Praha,1,False,True,False,False,1922,False,143,85,58,0,31,0,63,22,False,0,0,False,False,False,98,98
1923,1,41,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,1587,3,monthly,1,Hl.m. Praha,0,False,False,False,False,1923,False,105,52,53,0,3,25,52,0,False,0,0,False,False,False,98,98
1924,67,61,M,Bruntal,106054,6,63.1,8110,38,25,6,2,109,6323,6.16,True,1588,6,monthly,67,Bruntal,1,False,True,False,False,1924,False,317,171,146,0,26,60,115,56,False,0,0,False,False,False,98,98
1925,37,61,M,Litomerice,114006,9,62.3,9065,71,26,6,2,123,8313,4.925,True,1589,6,monthly,37,Litomerice,0,False,False,False,False,1925,False,96,29,67,0,27,0,29,0,False,0,0,False,False,False,98,98
1926,37,64,F,Litomerice,114006,9,62.3,9065,71,26,6,2,123,8313,4.925,False,1589,6,monthly,37,Litomerice,0,False,False,False,False,1926,False,96,29,67,0,27,0,29,0,False,0,0,False,False,False,98,98
1927,77,47,M,Vsetin,148545,4,53.5,8909,8,35,12,3,113,7050,4.785,True,1590,4,monthly,77,Vsetin,4,True,True,False,False,1927,False,375,272,103,0,58,0,110,162,False,0,0,False,False,False,98,98
1928,77,47,F,Vsetin,148545,4,53.5,8909,8,35,12,3,113,7050,4.785,False,1590,4,monthly,77,Vsetin,4,True,True,False,False,1928,False,375,272,103,0,58,0,110,162,False,0,0,False,False,False,98,98
1929,65,44,F,Znojmo,114200,4,43.7,8403,101,41,4,1,105,4875,5.73,True,1591,3,monthly,65,Znojmo,3,True,True,False,False,1929,True,180,107,73,0,48,0,59,48,False,0,0,False,False,False,98,98
1930,38,65,F,Louny,85852,4,59.8,8965,41,23,4,2,104,5475,7.655,True,1592,5,monthly,38,Louny,2,False,True,False,False,1930,True,294,193,101,1,1,52,98,94,False,0,0,False,False,False,98,98
1931,16,57,F,Jindrichuv Hradec,93931,8,56.9,8427,74,21,10,1,107,3787,1.33,True,1593,3,monthly,16,Jindrichuv Hradec,1,False,True,False,False,1931,False,120,67,53,0,1,28,44,23,False,0,0,False,False,False,98,98
1932,15,59,F,Cesky Krumlov,58796,5,51.9,9045,22,16,7,1,124,3724,3.365,True,1594,2,monthly,15,Cesky Krumlov,3,True,True,False,False,1932,False,140,96,44,0,23,0,46,50,False,0,0,False,False,False,98,98
1934,70,66,F,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,True,1596,2,monthly,70,Karvina,2,False,True,False,False,1934,False,70,39,31,0,1,15,19,20,False,0,0,False,False,False,98,98
1935,68,70,F,Frydek - Mistek,228848,6,57.2,9893,15,40,18,2,96,11510,4.404999999999999,True,1597,4,monthly,68,Frydek - Mistek,1,False,True,False,False,1935,False,229,144,85,0,1,42,106,38,False,0,0,False,False,False,98,98
1936,15,44,F,Cesky Krumlov,58796,5,51.9,9045,22,16,7,1,124,3724,3.365,True,1598,2,monthly,15,Cesky Krumlov,2,False,True,False,False,1936,False,125,69,56,0,35,0,47,22,False,0,0,False,False,False,98,98
1937,15,39,M,Cesky Krumlov,58796,5,51.9,9045,22,16,7,1,124,3724,3.365,False,1598,2,monthly,15,Cesky Krumlov,2,False,True,False,False,1937,False,125,69,56,0,35,0,47,22,False,0,0,False,False,False,98,98
1938,57,60,F,Hodonin,161954,8,48.0,8720,21,37,20,3,116,7380,4.115,True,1599,4,monthly,57,Hodonin,2,False,True,False,False,1938,True,239,164,75,2,38,0,97,65,False,0,0,False,False,False,98,98
