client_id,State,district_id,age,gender,district_of_residence,district_inhabitant_count,district_cities_count,district_urban_inhabitant_ratio,district_average_salary,district_mun_inhabitant_count_499,district_mun_inhabitant_count_1999,district_mun_inhabitant_count_9999,district_mun_inhabitant_count_infinite,district_enterprenuer_per_1000,district_crimes_count,district_unemployment_rate,owns_account,account_id,tenure,f_statement_issuance,branch_location_id,branch_location,orders_count,insurance_payment,household_payment,lease_payment,loan_payment,disp_id,has_credit_card,transaction_count,withdraw_transactions,credit_transactions,credit_card_withdrawals,credit_in_cash,collections_from_other_banks,cash_withdrawals,remittance_to_other_banks,has_had_loan,max_loan_amount,max_loan_duration,loan_pay_success,loan_pay_failure,in_loan_debt,year_of_last_transaction,year_of_last_credit
15.0,0,21.0,81.0,F,Tabor,103347.0,7.0,67.0,9104.0,87.0,16.0,7.0,1.0,123.0,4653.0,1.79,True,12.0,2.0,monthly,21.0,Tabor,2.0,False,True,False,False,15.0,False,106.0,67.0,39.0,0.0,1.0,20.0,37.0,30.0,False,0.0,0.0,False,False,False,98.0,98.0
16.0,0,21.0,80.0,M,Tabor,103347.0,7.0,67.0,9104.0,87.0,16.0,7.0,1.0,123.0,4653.0,1.79,False,12.0,2.0,monthly,21.0,Tabor,2.0,False,True,False,False,16.0,False,106.0,67.0,39.0,0.0,1.0,20.0,37.0,30.0,False,0.0,0.0,False,False,False,98.0,98.0
17.0,0,76.0,65.0,M,Sumperk,127369.0,7.0,51.2,8369.0,31.0,32.0,13.0,2.0,107.0,6543.0,5.305,True,13.0,2.0,monthly,76.0,Sumperk,1.0,False,True,False,False,17.0,False,75.0,44.0,31.0,0.0,1.0,16.0,33.0,11.0,False,0.0,0.0,False,False,False,98.0,98.0
18.0,1,76.0,68.0,F,Sumperk,127369.0,7.0,51.2,8369.0,31.0,32.0,13.0,2.0,107.0,6543.0,5.305,False,13.0,2.0,monthly,76.0,Sumperk,1.0,False,True,False,False,18.0,False,75.0,44.0,31.0,0.0,1.0,16.0,33.0,11.0,False,0.0,0.0,False,False,False,98.0,98.0
19.0,0,47.0,57.0,M,Pardubice,162580.0,6.0,72.8,9538.0,83.0,26.0,5.0,1.0,111.0,11489.0,1.66,True,14.0,3.0,monthly,47.0,Pardubice,1.0,False,True,False,False,19.0,True,124.0,72.0,52.0,6.0,27.0,0.0,46.0,20.0,False,0.0,0.0,False,False,False,98.0,98.0
20.0,0,46.0,20.0,M,Nachod,112709.0,10.0,73.5,8369.0,48.0,20.0,7.0,3.0,117.0,5472.0,2.05,True,15.0,6.0,monthly,70.0,Karvina,1.0,False,True,False,False,20.0,False,365.0,236.0,129.0,0.0,66.0,0.0,177.0,59.0,False,0.0,0.0,False,False,False,98.0,98.0
21.0,0,12.0,47.0,F,Pribram,107870.0,6.0,58.0,8754.0,84.0,29.0,6.0,1.0,137.0,7672.0,4.07,True,16.0,2.0,monthly,12.0,Pribram,0.0,False,False,False,False,21.0,False,60.0,28.0,32.0,0.0,17.0,0.0,28.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
22.0,0,1.0,30.0,F,Hl.m. Praha,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,True,17.0,2.0,monthly,1.0,Hl.m. Praha,1.0,False,True,False,False,22.0,False,54.0,21.0,33.0,0.0,16.0,0.0,19.0,2.0,False,0.0,0.0,False,False,False,98.0,98.0
23.0,0,1.0,26.0,M,Hl.m. Praha,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,False,17.0,2.0,monthly,1.0,Hl.m. Praha,1.0,False,True,False,False,23.0,False,54.0,21.0,33.0,0.0,16.0,0.0,19.0,2.0,False,0.0,0.0,False,False,False,98.0,98.0
24.0,0,43.0,60.0,F,Hradec Kralove,161854.0,6.0,76.3,9425.0,73.0,21.0,6.0,1.0,125.0,7976.0,2.11,True,18.0,6.0,weekly,43.0,Hradec Kralove,0.0,False,False,False,False,24.0,False,328.0,172.0,156.0,0.0,96.0,0.0,172.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
25.0,1,21.0,60.0,F,Tabor,103347.0,7.0,67.0,9104.0,87.0,16.0,7.0,1.0,123.0,4653.0,1.79,True,19.0,4.0,monthly,21.0,Tabor,1.0,False,False,False,True,25.0,False,303.0,151.0,152.0,0.0,17.0,45.0,143.0,8.0,True,30276.0,12.0,False,True,False,98.0,98.0
26.0,0,74.0,30.0,F,Ostrava - mesto,323870.0,1.0,100.0,10673.0,0.0,0.0,0.0,1.0,100.0,37129.0,5.095,True,20.0,3.0,monthly,74.0,Ostrava - mesto,1.0,False,True,False,False,26.0,False,116.0,63.0,53.0,0.0,1.0,28.0,39.0,24.0,False,0.0,0.0,False,False,False,98.0,98.0
27.0,0,54.0,33.0,F,Brno - mesto,387570.0,1.0,100.0,9897.0,0.0,0.0,0.0,1.0,140.0,37417.0,1.78,True,21.0,2.0,monthly,54.0,Brno - mesto,1.0,False,True,False,False,27.0,False,62.0,28.0,34.0,0.0,21.0,0.0,19.0,9.0,False,0.0,0.0,False,False,False,98.0,98.0
28.0,0,1.0,54.0,M,Hl.m. Praha,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,True,22.0,5.0,monthly,1.0,Hl.m. Praha,1.0,False,True,False,False,28.0,False,310.0,192.0,118.0,0.0,61.0,0.0,140.0,52.0,False,0.0,0.0,False,False,False,98.0,98.0
29.0,0,30.0,48.0,F,Sokolov,94812.0,10.0,81.8,9650.0,15.0,13.0,8.0,2.0,100.0,5789.0,3.525,True,23.0,6.0,monthly,30.0,Sokolov,1.0,False,True,False,False,29.0,False,370.0,233.0,137.0,0.0,70.0,0.0,171.0,62.0,False,0.0,0.0,False,False,False,98.0,98.0
30.0,0,74.0,42.0,F,Ostrava - mesto,323870.0,1.0,100.0,10673.0,0.0,0.0,0.0,1.0,100.0,37129.0,5.095,True,24.0,3.0,monthly,74.0,Ostrava - mesto,2.0,False,True,False,False,30.0,False,140.0,88.0,52.0,0.0,27.0,0.0,46.0,42.0,False,0.0,0.0,False,False,False,98.0,98.0
31.0,1,68.0,37.0,M,Frydek - Mistek,228848.0,6.0,57.2,9893.0,15.0,40.0,18.0,2.0,96.0,11510.0,4.40499999999999,True,25.0,3.0,monthly,68.0,Frydek - Mistek,4.0,True,True,False,True,31.0,False,274.0,192.0,82.0,0.0,54.0,0.0,99.0,93.0,True,30276.0,12.0,True,False,False,98.0,98.0
32.0,0,52.0,19.0,M,Usti nad Orlici,139012.0,10.0,61.9,8363.0,59.0,41.0,8.0,3.0,108.0,5363.0,3.005,True,26.0,6.0,monthly,52.0,Usti nad Orlici,1.0,False,True,False,False,32.0,False,351.0,218.0,133.0,0.0,3.0,65.0,158.0,60.0,False,0.0,0.0,False,False,False,98.0,98.0
33.0,1,73.0,51.0,F,Opava,182027.0,7.0,56.4,8746.0,17.0,49.0,12.0,2.0,90.0,8788.0,3.535,True,27.0,6.0,monthly,73.0,Opava,1.0,False,True,False,False,33.0,False,352.0,217.0,135.0,0.0,72.0,0.0,159.0,58.0,False,0.0,0.0,False,False,False,98.0,98.0
36.0,0,7.0,21.0,F,Melnik,94725.0,6.0,63.4,9920.0,38.0,28.0,1.0,3.0,130.0,9135.0,2.565,True,29.0,5.0,monthly,7.0,Melnik,3.0,True,True,False,False,36.0,False,367.0,267.0,100.0,0.0,51.0,0.0,133.0,134.0,False,0.0,0.0,False,False,False,98.0,98.0
37.0,0,7.0,29.0,M,Melnik,94725.0,6.0,63.4,9920.0,38.0,28.0,1.0,3.0,130.0,9135.0,2.565,False,29.0,5.0,monthly,7.0,Melnik,3.0,True,True,False,False,37.0,False,367.0,267.0,100.0,0.0,51.0,0.0,133.0,134.0,False,0.0,0.0,False,False,False,98.0,98.0
38.0,1,36.0,26.0,F,Liberec,159617.0,9.0,85.2,9198.0,29.0,19.0,8.0,1.0,131.0,11928.0,3.805,True,30.0,4.0,monthly,36.0,Liberec,1.0,False,False,True,False,38.0,False,281.0,151.0,130.0,0.0,86.0,0.0,151.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
39.0,1,68.0,31.0,M,Frydek - Mistek,228848.0,6.0,57.2,9893.0,15.0,40.0,18.0,2.0,96.0,11510.0,4.40499999999999,True,31.0,5.0,monthly,68.0,Frydek - Mistek,1.0,False,True,False,False,39.0,False,383.0,219.0,164.0,0.0,109.0,0.0,166.0,53.0,False,0.0,0.0,False,False,False,98.0,98.0
40.0,0,5.0,42.0,F,Kolin,95616.0,6.0,51.4,9307.0,65.0,30.0,4.0,1.0,118.0,5656.0,4.14,True,32.0,4.0,monthly,5.0,Kolin,0.0,False,False,False,False,40.0,False,180.0,98.0,82.0,0.0,42.0,0.0,98.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
41.0,0,22.0,31.0,M,Domazlice,58400.0,6.0,52.4,8620.0,65.0,16.0,4.0,1.0,100.0,2206.0,1.175,True,33.0,6.0,monthly,22.0,Domazlice,1.0,False,True,False,False,41.0,True,344.0,213.0,131.0,22.0,67.0,0.0,132.0,59.0,False,0.0,0.0,False,False,False,98.0,98.0
42.0,1,68.0,64.0,M,Frydek - Mistek,228848.0,6.0,57.2,9893.0,15.0,40.0,18.0,2.0,96.0,11510.0,4.40499999999999,True,34.0,6.0,weekly,67.0,Bruntal,3.0,False,True,True,False,42.0,True,409.0,282.0,127.0,1.0,1.0,63.0,164.0,117.0,False,0.0,0.0,False,False,False,98.0,98.0
43.0,0,75.0,79.0,M,Prerov,138032.0,5.0,64.6,8819.0,67.0,30.0,4.0,2.0,99.0,8568.0,5.52,True,35.0,6.0,monthly,75.0,Prerov,2.0,False,True,False,False,43.0,False,379.0,252.0,127.0,0.0,1.0,65.0,130.0,122.0,False,0.0,0.0,False,False,False,98.0,98.0
44.0,1,38.0,22.0,F,Louny,85852.0,4.0,59.8,8965.0,41.0,23.0,4.0,2.0,104.0,5475.0,7.655,True,36.0,6.0,monthly,1.0,Hl.m. Praha,1.0,False,True,False,False,44.0,False,388.0,254.0,134.0,0.0,68.0,0.0,192.0,62.0,False,0.0,0.0,False,False,False,98.0,98.0
45.0,1,20.0,47.0,M,Strakonice,70646.0,4.0,58.4,8547.0,94.0,14.0,3.0,1.0,120.0,3105.0,3.145,True,37.0,2.0,monthly,20.0,Strakonice,4.0,True,True,False,True,45.0,False,130.0,94.0,36.0,0.0,19.0,0.0,51.0,43.0,True,318480.0,60.0,False,False,True,98.0,98.0
46.0,1,19.0,59.0,F,Prachatice,51428.0,4.0,52.7,8402.0,50.0,11.0,3.0,1.0,120.0,2098.0,3.55499999999999,True,38.0,2.0,weekly,19.0,Prachatice,4.0,True,True,False,True,46.0,False,130.0,82.0,48.0,0.0,14.0,17.0,37.0,45.0,True,110736.0,48.0,False,False,False,98.0,98.0
47.0,0,76.0,65.0,M,Sumperk,127369.0,7.0,51.2,8369.0,31.0,32.0,13.0,2.0,107.0,6543.0,5.305,True,39.0,6.0,monthly,36.0,Liberec,2.0,False,True,False,False,47.0,False,399.0,275.0,124.0,0.0,1.0,63.0,157.0,118.0,False,0.0,0.0,False,False,False,98.0,98.0
48.0,0,16.0,59.0,M,Jindrichuv Hradec,93931.0,8.0,56.9,8427.0,74.0,21.0,10.0,1.0,107.0,3787.0,1.33,True,40.0,6.0,monthly,64.0,Zlin,2.0,False,True,False,False,48.0,False,366.0,233.0,133.0,0.0,71.0,0.0,117.0,116.0,False,0.0,0.0,False,False,False,98.0,98.0
49.0,0,72.0,40.0,F,Olomouc,226122.0,4.0,62.6,8994.0,32.0,50.0,7.0,4.0,110.0,18880.0,4.295,True,41.0,2.0,monthly,72.0,Olomouc,0.0,False,False,False,False,49.0,False,71.0,35.0,36.0,0.0,19.0,0.0,35.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
50.0,0,39.0,21.0,F,Most,119895.0,4.0,89.9,10446.0,17.0,4.0,3.0,2.0,90.0,9690.0,8.37,True,42.0,3.0,monthly,39.0,Most,3.0,True,True,False,False,50.0,False,198.0,135.0,63.0,0.0,35.0,0.0,65.0,70.0,False,0.0,0.0,False,False,False,98.0,98.0
51.0,1,36.0,20.0,F,Liberec,159617.0,9.0,85.2,9198.0,29.0,19.0,8.0,1.0,131.0,11928.0,3.805,True,43.0,5.0,monthly,36.0,Liberec,1.0,False,True,False,False,51.0,True,321.0,209.0,112.0,35.0,57.0,0.0,124.0,50.0,False,0.0,0.0,False,False,False,98.0,98.0
52.0,0,32.0,75.0,M,Ceska Lipa,105058.0,10.0,81.0,9272.0,32.0,19.0,7.0,2.0,118.0,8845.0,3.01,True,44.0,6.0,monthly,32.0,Ceska Lipa,1.0,False,True,False,False,52.0,False,316.0,185.0,131.0,0.0,1.0,67.0,122.0,63.0,False,0.0,0.0,False,False,False,98.0,98.0
53.0,0,64.0,22.0,M,Zlin,197099.0,10.0,74.7,9624.0,29.0,41.0,10.0,2.0,145.0,8749.0,1.955,True,45.0,2.0,monthly,64.0,Zlin,0.0,False,False,False,False,53.0,False,69.0,28.0,41.0,0.0,25.0,0.0,28.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
55.0,1,45.0,51.0,F,Jicin,77917.0,5.0,53.5,8390.0,85.0,19.0,6.0,1.0,132.0,4202.0,2.585,True,47.0,6.0,monthly,45.0,Jicin,4.0,True,True,False,False,55.0,False,565.0,432.0,133.0,0.0,3.0,65.0,190.0,242.0,False,0.0,0.0,False,False,False,98.0,98.0
56.0,0,21.0,39.0,M,Tabor,103347.0,7.0,67.0,9104.0,87.0,16.0,7.0,1.0,123.0,4653.0,1.79,True,48.0,3.0,monthly,21.0,Tabor,2.0,False,True,False,False,56.0,True,151.0,99.0,52.0,2.0,27.0,0.0,57.0,40.0,False,0.0,0.0,False,False,False,98.0,98.0
57.0,0,21.0,38.0,F,Tabor,103347.0,7.0,67.0,9104.0,87.0,16.0,7.0,1.0,123.0,4653.0,1.79,False,48.0,3.0,monthly,21.0,Tabor,2.0,False,True,False,False,57.0,False,151.0,99.0,52.0,2.0,27.0,0.0,57.0,40.0,False,0.0,0.0,False,False,False,98.0,98.0
58.0,0,1.0,72.0,F,Hl.m. Praha,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,True,49.0,2.0,monthly,1.0,Hl.m. Praha,1.0,False,True,False,False,58.0,False,93.0,50.0,43.0,0.0,1.0,21.0,34.0,16.0,False,0.0,0.0,False,False,False,98.0,98.0
59.0,0,1.0,42.0,M,Hl.m. Praha,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,True,50.0,5.0,monthly,1.0,Hl.m. Praha,2.0,False,True,False,False,59.0,False,377.0,260.0,117.0,0.0,61.0,0.0,158.0,102.0,False,0.0,0.0,False,False,False,98.0,98.0
60.0,0,67.0,19.0,M,Bruntal,106054.0,6.0,63.1,8110.0,38.0,25.0,6.0,2.0,109.0,6323.0,6.16,True,51.0,3.0,monthly,67.0,Bruntal,2.0,False,True,False,False,60.0,True,192.0,129.0,63.0,4.0,32.0,0.0,72.0,53.0,False,0.0,0.0,False,False,False,98.0,98.0
61.0,0,16.0,51.0,F,Jindrichuv Hradec,93931.0,8.0,56.9,8427.0,74.0,21.0,10.0,1.0,107.0,3787.0,1.33,True,52.0,2.0,monthly,16.0,Jindrichuv Hradec,2.0,False,True,False,False,61.0,False,144.0,96.0,48.0,0.0,2.0,23.0,58.0,38.0,False,0.0,0.0,False,False,False,98.0,98.0
62.0,0,77.0,67.0,M,Vsetin,148545.0,4.0,53.5,8909.0,8.0,35.0,12.0,3.0,113.0,7050.0,4.785,True,53.0,4.0,monthly,77.0,Vsetin,1.0,False,True,False,False,62.0,False,197.0,110.0,87.0,0.0,1.0,43.0,71.0,39.0,False,0.0,0.0,False,False,False,98.0,98.0
63.0,0,4.0,40.0,M,Kladno,149893.0,6.0,67.4,9753.0,63.0,29.0,6.0,2.0,109.0,11136.0,4.845,True,54.0,4.0,monthly,4.0,Kladno,1.0,False,True,False,False,63.0,False,210.0,121.0,89.0,0.0,1.0,44.0,81.0,40.0,False,0.0,0.0,False,False,False,98.0,98.0
64.0,0,20.0,73.0,M,Strakonice,70646.0,4.0,58.4,8547.0,94.0,14.0,3.0,1.0,120.0,3105.0,3.145,True,55.0,3.0,monthly,20.0,Strakonice,1.0,False,True,False,False,64.0,False,150.0,85.0,65.0,0.0,1.0,34.0,56.0,29.0,False,0.0,0.0,False,False,False,98.0,98.0
65.0,0,50.0,56.0,F,Svitavy,102609.0,6.0,52.0,8187.0,75.0,33.0,2.0,3.0,94.0,4257.0,5.14,True,56.0,5.0,monthly,50.0,Svitavy,1.0,False,True,False,False,65.0,False,293.0,175.0,118.0,0.0,63.0,0.0,124.0,51.0,False,0.0,0.0,False,False,False,98.0,98.0
66.0,0,1.0,48.0,F,Hl.m. Praha,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,True,57.0,4.0,monthly,1.0,Hl.m. Praha,1.0,False,True,False,False,66.0,False,255.0,168.0,87.0,0.0,44.0,0.0,129.0,39.0,False,0.0,0.0,False,False,False,98.0,98.0
67.0,0,29.0,67.0,F,Rokycany,45714.0,6.0,55.6,8843.0,52.0,10.0,5.0,1.0,113.0,1706.0,3.21,True,58.0,3.0,monthly,29.0,Rokycany,0.0,False,False,False,False,67.0,False,137.0,83.0,54.0,0.0,1.0,28.0,83.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
68.0,0,43.0,53.0,M,Hradec Kralove,161854.0,6.0,76.3,9425.0,73.0,21.0,6.0,1.0,125.0,7976.0,2.11,True,59.0,5.0,monthly,43.0,Hradec Kralove,2.0,False,True,False,False,68.0,False,385.0,262.0,123.0,0.0,66.0,0.0,156.0,106.0,False,0.0,0.0,False,False,False,98.0,98.0
70.0,0,70.0,74.0,M,Karvina,285387.0,7.0,89.9,10177.0,0.0,2.0,8.0,5.0,81.0,19986.0,7.18999999999999,True,61.0,6.0,monthly,70.0,Karvina,2.0,False,True,False,False,70.0,False,339.0,222.0,117.0,0.0,1.0,60.0,111.0,111.0,False,0.0,0.0,False,False,False,98.0,98.0
71.0,0,70.0,72.0,F,Karvina,285387.0,7.0,89.9,10177.0,0.0,2.0,8.0,5.0,81.0,19986.0,7.18999999999999,False,61.0,6.0,monthly,70.0,Karvina,2.0,False,True,False,False,71.0,False,339.0,222.0,117.0,0.0,1.0,60.0,111.0,111.0,False,0.0,0.0,False,False,False,98.0,98.0
72.0,0,47.0,76.0,M,Pardubice,162580.0,6.0,72.8,9538.0,83.0,26.0,5.0,1.0,111.0,11489.0,1.66,True,62.0,6.0,monthly,47.0,Pardubice,1.0,False,True,False,False,72.0,False,356.0,221.0,135.0,0.0,1.0,69.0,156.0,65.0,False,0.0,0.0,False,False,False,98.0,98.0
73.0,0,22.0,75.0,M,Domazlice,58400.0,6.0,52.4,8620.0,65.0,16.0,4.0,1.0,100.0,2206.0,1.175,True,63.0,3.0,monthly,22.0,Domazlice,2.0,False,True,False,False,73.0,False,129.0,82.0,47.0,0.0,1.0,25.0,41.0,41.0,False,0.0,0.0,False,False,False,98.0,98.0
74.0,0,22.0,74.0,F,Domazlice,58400.0,6.0,52.4,8620.0,65.0,16.0,4.0,1.0,100.0,2206.0,1.175,False,63.0,3.0,monthly,22.0,Domazlice,2.0,False,True,False,False,74.0,False,129.0,82.0,47.0,0.0,1.0,25.0,41.0,41.0,False,0.0,0.0,False,False,False,98.0,98.0
75.0,0,64.0,22.0,F,Zlin,197099.0,10.0,74.7,9624.0,29.0,41.0,10.0,2.0,145.0,8749.0,1.955,True,64.0,2.0,monthly,64.0,Zlin,0.0,False,False,False,False,75.0,False,44.0,14.0,30.0,0.0,11.0,0.0,14.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
76.0,0,36.0,32.0,F,Liberec,159617.0,9.0,85.2,9198.0,29.0,19.0,8.0,1.0,131.0,11928.0,3.805,True,65.0,3.0,monthly,36.0,Liberec,3.0,True,True,False,False,76.0,True,181.0,128.0,53.0,12.0,27.0,0.0,50.0,66.0,False,0.0,0.0,False,False,False,98.0,98.0
77.0,1,1.0,43.0,F,Hl.m. Praha,1204953.0,1.0,100.0,12541.0,0.0,0.0,0.0,1.0,167.0,184784.0,0.36,True,66.0,6.0,after transaction,48.0,Rychnov nad Kneznou,1.0,False,False,True,False,77.0,True,316.0,193.0,123.0,5.0,1.0,61.0,188.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
78.0,1,16.0,55.0,F,Jindrichuv Hradec,93931.0,8.0,56.9,8427.0,74.0,21.0,10.0,1.0,107.0,3787.0,1.33,True,67.0,5.0,monthly,16.0,Jindrichuv Hradec,3.0,False,True,False,True,78.0,False,382.0,280.0,102.0,0.0,2.0,50.0,164.0,116.0,True,165960.0,24.0,True,False,False,98.0,98.0
79.0,1,37.0,30.0,F,Litomerice,114006.0,9.0,62.3,9065.0,71.0,26.0,6.0,2.0,123.0,8313.0,4.925,True,68.0,5.0,after transaction,37.0,Litomerice,4.0,True,True,False,False,79.0,True,424.0,326.0,98.0,13.0,2.0,48.0,140.0,173.0,False,0.0,0.0,False,False,False,98.0,98.0
80.0,1,64.0,20.0,F,Zlin,197099.0,10.0,74.7,9624.0,29.0,41.0,10.0,2.0,145.0,8749.0,1.955,True,69.0,3.0,monthly,64.0,Zlin,0.0,False,False,False,False,80.0,False,196.0,73.0,123.0,0.0,87.0,0.0,73.0,0.0,False,0.0,0.0,False,False,False,98.0,98.0
81.0,0,8.0,23.0,M,Mlada Boleslav,112065.0,8.0,69.4,11277.0,95.0,19.0,7.0,1.0,127.0,10166.0,1.345,True,70.0,4.0,monthly,8.0,Mlada Boleslav,1.0,False,True,False,False,81.0,False,245.0,144.0,101.0,0.0,55.0,0.0,102.0,42.0,False,0.0,0.0,False,False,False,98.0,98.0
82.0,0,8.0,20.0,F,Mlada Boleslav,112065.0,8.0,69.4,11277.0,95.0,19.0,7.0,1.0,127.0,10166.0,1.345,False,70.0,4.0,monthly,8.0,Mlada Boleslav,1.0,False,True,False,False,82.0,False,245.0,144.0,101.0,0.0,55.0,0.0,102.0,42.0,False,0.0,0.0,False,False,False,98.0,98.0
